train_acc,train_loss,val_acc,val_loss
0.06789473684210526,4.1061773,0.1184,3.734219
0.13981052631578947,3.582777,0.1432,3.6476386
0.20978947368421053,3.2038877,0.22519999999999998,3.1235476
0.2657263157894737,2.8817868,0.2912,2.8062162
0.32031578947368416,2.6083503,0.33399999999999996,2.5714097
0.35760000000000003,2.4170637,0.3392,2.6144724
0.3928842105263158,2.269027,0.3764,2.3592145
0.4238526315789473,2.131917,0.40959999999999996,2.2037187
0.4442105263157895,2.0372465,0.41839999999999994,2.2084765
0.4661684210526316,1.944302,0.43119999999999997,2.0705488
0.4847157894736842,1.8696425,0.4608,2.0407615
0.5010315789473685,1.7934822,0.4532,2.0778434
0.5162526315789474,1.7382766,0.46159999999999995,2.0050094
0.5301894736842104,1.6798514,0.4931999999999999,1.8993471
0.5373263157894737,1.6378813,0.5024000000000001,1.8353897
0.5484421052631578,1.5864897,0.514,1.8357806
0.5620210526315789,1.5473511,0.498,1.8757306
0.570442105263158,1.5131776,0.52,1.7830259
0.5810947368421052,1.4713782,0.5307999999999999,1.7559968
0.5851157894736843,1.4395014,0.5232,1.7947743
0.5961473684210526,1.4089186,0.51,1.8158677
0.6047578947368422,1.3764164,0.5196000000000001,1.7471108
0.6106947368421054,1.3439722,0.5388000000000001,1.815829
0.6163789473684211,1.3244072,0.5484,1.7466882
0.6224,1.2938821,0.5660000000000001,1.6376263
0.6299368421052632,1.2661018,0.5472,1.6779715
0.6346947368421053,1.2497935,0.5596,1.6377546
0.6405263157894737,1.2275298,0.5708,1.6469635
0.6461684210526316,1.1980156,0.5756,1.6154845
0.653621052631579,1.1788563,0.5792,1.6011729
0.6599368421052633,1.1549337,0.5764,1.5938787
0.6621473684210526,1.1422246,0.5556,1.6960282
0.6681473684210526,1.1198494,0.5608,1.6563869
0.6746526315789473,1.0933309,0.57,1.6308666
0.6760842105263157,1.0846182,0.5608,1.6845471
0.6830315789473684,1.0585675,0.5792,1.6366421
0.6890315789473683,1.0381722,0.5831999999999999,1.6211711
0.6916842105263157,1.0275153,0.5784,1.6492041
0.697957894736842,1.0078161,0.5703999999999999,1.6953416
0.6983789473684211,1.0007088,0.5756,1.6743928
0.7054105263157895,0.9791505,0.59,1.5840709
0.7066736842105263,0.958724,0.588,1.6603866
0.7115368421052632,0.9510695,0.5752,1.7469219
0.7161894736842105,0.9263926,0.58,1.6762462
0.7223578947368421,0.9138284,0.5883999999999999,1.6119266
0.7268842105263158,0.8916712,0.5936,1.6091117
0.7298105263157894,0.8830751,0.5916,1.6625142
0.7323157894736843,0.86511374,0.59,1.694019
0.7385894736842105,0.84914887,0.5968,1.6446744
0.7430736842105264,0.8353653,0.6027999999999999,1.6423225
0.7449263157894738,0.8271384,0.5816000000000001,1.7539364
0.750442105263158,0.8100008,0.5928,1.6836697
0.749178947368421,0.80623984,0.5988,1.6776512
0.7566315789473683,0.7850611,0.5912,1.658312
0.7602315789473685,0.77369344,0.5988,1.6657375
0.7632,0.7568434,0.5944,1.678106
0.7674947368421053,0.74173605,0.5988,1.7260408
0.7689052631578948,0.73055303,0.6012,1.7023253
0.7733684210526316,0.7227489,0.6,1.7452551
0.7793684210526317,0.70424837,0.6040000000000001,1.7571843
0.7823368421052632,0.6896384,0.6036,1.7286965
0.7852210526315789,0.6806914,0.6052000000000001,1.7688233
0.7862315789473685,0.6746285,0.6052000000000001,1.7709894
0.7939368421052632,0.6528517,0.6032000000000001,1.7665411
0.7957473684210526,0.6460151,0.608,1.7700188
0.7983157894736842,0.63565576,0.6088000000000001,1.773115
0.8032210526315788,0.62360877,0.6092,1.7855959
0.8047368421052632,0.61310714,0.612,1.7791243
0.8064421052631581,0.6039015,0.6072,1.8148612
0.8093473684210526,0.5943472,0.6136,1.8033198
0.8125052631578948,0.5868806,0.606,1.8353941
0.8185052631578947,0.5707435,0.6088,1.8174361
0.819557894736842,0.5616246,0.616,1.8350635
0.8228842105263158,0.556502,0.6187999999999999,1.8635428
0.8253894736842106,0.54837096,0.6168,1.83136
0.8274526315789473,0.53985655,0.6172,1.8295455
0.8295789473684211,0.53378636,0.6155999999999999,1.8675195
0.8297052631578947,0.52868575,0.6092,1.8497432
0.833642105263158,0.51637167,0.6103999999999999,1.8827186
0.8359789473684212,0.5093725,0.6132,1.8833644
0.8362947368421053,0.5072671,0.6148,1.8587182
0.8419368421052632,0.49853155,0.6144000000000001,1.8799849
0.8408210526315789,0.49621797,0.6248,1.8821993
0.8418736842105263,0.48408866,0.6155999999999999,1.890799
0.8451368421052631,0.48154953,0.6176,1.902413
0.8469684210526316,0.47765914,0.6164000000000001,1.9018215
0.8490947368421051,0.47401276,0.614,1.9063553
0.8484842105263157,0.47401658,0.6156,1.9476495
0.8507578947368422,0.4676456,0.6168,1.9202293
0.8506315789473684,0.46066356,0.6192,1.9118074
0.8490315789473685,0.46174774,0.6184000000000001,1.9376453
0.8534526315789474,0.4574371,0.6168,1.9081073
0.8524842105263158,0.4593429,0.6156,1.9451609
0.8549052631578946,0.45109606,0.6116,1.9300125
0.8512842105263159,0.45408612,0.6152,1.9366077
0.8547157894736842,0.452857,0.6140000000000001,1.9241235
0.8553052631578947,0.44648972,0.6195999999999999,1.9409496
0.856378947368421,0.44626218,0.616,1.9353606
0.8554736842105264,0.44467494,0.6175999999999999,1.9387549
0.8563999999999999,0.44240427,0.612,1.9428091
